overfitting,train_accuracy,test_accuracy,n_estimators,max_depth,max_features,min_samples_leaf
0.04790299046087226,0.3096131552960371,0.26171016483516485,200,6,8,3
0.04693289447982785,0.3097419604138938,0.26280906593406594,200,6,9,1
0.04693280601477434,0.3093297840367524,0.26239697802197803,200,6,9,2
0.047842822429170095,0.30927826198960967,0.2614354395604396,200,6,9,3
0.06841862023061307,0.3360353784723713,0.26761675824175823,200,7,1,1
0.06792029363556462,0.33423210682237775,0.26631181318681313,200,7,1,2
0.06633193308880803,0.3337426473745223,0.2674107142857143,200,7,1,3
0.07254980405580425,0.34404705680305697,0.2714972527472527,200,7,3,1
0.07269557677091704,0.3432312910566313,0.27053571428571427,200,7,3,2
0.07271281713542138,0.3435575973552016,0.2708447802197802,200,7,3,3
0.07389820019618004,0.3464943540423339,0.2725961538461539,200,7,4,1
0.0729706927662952,0.3450517367223391,0.2720810439560439,200,7,4,2
0.07355427018454047,0.3440556438109141,0.2705013736263736,200,7,4,3
0.07620845179786939,0.3504186166330342,0.2742101648351648,200,7,6,1
0.07429354167364555,0.34846936584946975,0.2741758241758242,200,7,6,2
0.07570161191584168,0.34895023828946803,0.27324862637362635,200,7,6,3
0.0759682809730306,0.3514147095444592,0.2754464285714286,200,7,8,1
0.07734211376511513,0.35237645442445575,0.2750343406593406,200,7,8,2
0.07688696548824919,0.3517496028508866,0.2748626373626374,200,7,8,3
0.07818375111642895,0.3537332016658795,0.27554945054945057,200,7,9,1
0.0781921759383547,0.35298613198231077,0.27479395604395607,200,7,9,2
0.07695562469066708,0.3516465587566012,0.27469093406593414,200,7,9,3
0.10647192048430726,0.39397192048430724,0.2875,200,8,1,1
0.10695211469222887,0.3912927740328882,0.28434065934065933,200,8,1,2
0.10436732949009692,0.3882615602593277,0.28389423076923076,200,8,1,3
0.12318325512236245,0.4154222661113735,0.29223901098901106,200,8,3,1
0.1213800277048957,0.41382508264995066,0.29244505494505496,200,8,3,2
0.12095024973094831,0.41140354643424504,0.2904532967032967,200,8,3,3
0.12579416995245535,0.4201966424799279,0.29440247252747254,200,8,4,1
0.12546759825872467,0.41863380704993347,0.2931662087912088,200,8,4,2
0.12264236209241786,0.4152934609935168,0.29265109890109897,200,8,4,3
0.12868824962337477,0.4242926452277704,0.2956043956043956,200,8,6,1
0.12826740514541057,0.42349405349705893,0.29522664835164836,200,8,6,2
0.12734839625832928,0.42164784680777984,0.29429945054945056,200,8,6,3
0.13087871069615625,0.4300888755313211,0.2992101648351648,200,8,8,1
0.12989960012616297,0.42821690781847066,0.2983173076923077,200,8,8,2
0.13074066245462923,0.4268945086084754,0.29615384615384616,200,8,8,3
0.13290494966692312,0.43074148812846164,0.2978365384615385,200,8,9,1
0.13226948896923346,0.43000300545274994,0.2977335164835165,200,8,9,2
0.13151361848726173,0.4282512558498991,0.29673763736263736,200,8,9,3
0.16478363099268167,0.4798935211025718,0.3151098901098901,200,9,1,1
0.16045492387051352,0.47158129749688715,0.31112637362637363,200,9,1,2
0.1545894962021362,0.46338070499334505,0.30879120879120886,200,9,1,3
0.18670010046091468,0.5131080674938817,0.32640796703296704,200,9,3,1
0.18721480488619618,0.511218925765317,0.32400412087912084,200,9,3,2
0.18148665876221587,0.502640504916062,0.3211538461538462,200,9,3,3
0.19018698592957428,0.5192048430724314,0.32901785714285714,200,9,4,1
0.1887611150442019,0.5157872139453008,0.3270260989010989,200,9,4,2
0.18738617643894884,0.5096732643510368,0.32228708791208793,200,9,4,3
0.19679091838992657,0.5282469623459706,0.331456043956044,200,9,6,1
0.19363898520439665,0.5227598643252758,0.3291208791208791,200,9,6,2
0.19199826219248955,0.5183032072474346,0.32630494505494506,200,9,6,3
0.19700601379535843,0.53041947533382,0.3334134615384615,200,9,8,1
0.19460105445625603,0.5252329225881242,0.3306318681318681,200,9,8,2
0.19344128497731294,0.5216349662959943,0.3281936813186813,200,9,8,3
0.19759015886436349,0.5320681808423855,0.334478021978022,200,9,9,1
0.19872288457646003,0.5296638186423941,0.33094093406593406,200,9,9,2
0.1958456324331287,0.5239706324331287,0.328125,200,9,9,3
0.22757207719720052,0.5838220771972006,0.35625000000000007,200,10,1,1
0.22055445708171006,0.5673264351036881,0.346771978021978,200,10,1,2
0.21320248182220075,0.5530033059980249,0.3398008241758242,200,10,1,3
0.25120751111946754,0.6260358078227642,0.3748282967032967,200,10,3,1
0.25049284323615073,0.6162552058735133,0.3657623626373626,200,10,3,2
0.24491871771910206,0.6052895968399812,0.3603708791208791,200,10,3,3
0.2553984869998834,0.6326306298570262,0.37723214285714285,200,10,4,1
0.25220238026431946,0.6213301275170667,0.3691277472527473,200,10,4,2
0.248955650876323,0.614168562964235,0.36521291208791207,200,10,4,3
0.26034424229327846,0.635893692842729,0.37554945054945055,200,10,6,1
0.25645349468808637,0.6281224507320424,0.37166895604395606,200,10,6,2
0.2523735306544385,0.618754025159933,0.36638049450549454,200,10,6,3
0.26228562853358917,0.6412004636984243,0.37891483516483515,200,10,8,1
0.25945089122053944,0.6335923747370229,0.37414148351648346,200,10,8,2
0.25633253936930783,0.624567429479198,0.36823489010989013,200,10,8,3
0.26216589698138365,0.6433472156627024,0.3811813186813187,200,10,9,1
0.25982032423267765,0.6348546648920184,0.3750343406593407,200,10,9,2
0.2583248726339137,0.627246575930617,0.36892170329670326,200,10,9,3
0.2825140181723734,0.689313468721824,0.40679945054945055,200,11,1,1
0.27795068256096656,0.667820188055472,0.3898695054945055,200,11,1,2
0.27043368901396136,0.6446438538491263,0.3742101648351649,200,11,1,3
0.3064665742462423,0.7290627280923961,0.42259615384615384,200,11,3,1
0.3036734007641493,0.7151088403245888,0.4114354395604395,200,11,3,2
0.29859602421536213,0.6985960242153622,0.4,200,11,3,3
0.31118991512544814,0.7360525524880854,0.4248626373626373,200,11,4,1
0.3064135925257173,0.7222102958224206,0.41579670329670326,200,11,4,2
0.3047107552509318,0.7083508651410417,0.40364010989010995,200,11,4,3
0.3133802877331761,0.7414366064144948,0.4280563186813187,200,11,6,1
0.3131031296694804,0.7301017560431068,0.4169986263736264,200,11,6,2
0.3083694914580505,0.7151346013481603,0.40676510989010983,200,11,6,3
0.3152696653685502,0.7444248851487699,0.4291552197802197,200,11,8,1
0.31302684920270585,0.7346958052466619,0.42166895604395604,200,11,8,2
0.3103026076902788,0.7219097505474217,0.4116071428571429,200,11,8,3
0.3177171026774951,0.7475247949851874,0.42980769230769234,200,11,9,1
0.312880899557486,0.7346872182388047,0.4218063186813187,200,11,9,2
0.308431178139837,0.722545189128848,0.414114010989011,200,11,9,3
